qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_{playername}_^^I_alw|{playername}, ^^Zawsze wiedziałem, że jest w tobie ziarno nikczemności, od dnia, w którym przysięgałeś lojalność wobec mojej rodziny. ^Czy naprawdę myślałeś, że możesz postawić moją rodzinę przeciw mnie? Upuściłeś maskę, żmijo! Jesteś chorobą, którą trzeba zniszczyć!^Niniejszym wypieram się ciebie i wyklinam cię z mojego domu. Nakłoniłem mą rodzinę by zwróciła się przeciw tobie i ostrzegę całą Calradię przed twoją nikczemnością. ^Drżyj ze strachu, zyskałeś bowiem śmiertelnego wroga! ^^{s9}.
qstr_{playername}^^_I_ve_|{playername},^^Otrzymałem list od {s9}, mówiącą o twoich podstępnych sztuczkach. W momencie, gdy cię poznałem, {s9} nie mógł dostarczyć mi żadnych dowodów. Lecz w odróżnieniu od ciebie, {on/ona} jest wybitnym członkiem mojej rodziny. Przez tyle lat nie zostało zachwiane moje zaufanie do {niego/niej}. Biorę {jego/jej} oskarżenia poważnie. ^Na szczęście, nie udało ci się zniszczyć mojego rodu. Niniejszym odrzucam twoje śluby : nie jesteś już więcej powiązany z moim rodem. Każdy jego cżłonek będzie cię od teraz potępiał... ^Byłbym zawstydzony wyznając, jak podstępnie zrobiłeś ze mnie osła, więc nie rzucę ci wyzwania i nie będę odpowiadał za twoją śmierć przed moim Panem. Jakkolwiek zwykle nie donoszę mu o każdym szczurze, którego zabiłem w puszczy, któregoś dnia mogę cię tam znaleźć! ^^{s10}
qstr_{playername}|{playername}
qstr_Troops:_{reg1}|Wojsko: {reg1}
qstr_Prosperity_Report^|Raport dobrobytu^
qstr_Total|Łącznie
qstr_{s0}^{s1}_Average_To|{s0}^{s1} Średni dobrobyt miasta: {reg0}
qstr_{s0}^{s1}_towns_with|{s0}^{s1} miasta z dobrobytem 80-100: {reg0}
qstr_{s0}^{s1}_towns_with_|{s0}^{s1} miasta z dobrobytem 60-79: {reg0}
qstr_{s0}^{s1}_towns_with_p|{s0}^{s1} miasta z dobrobytem 40-59: {reg0}
qstr_{s0}^{s1}_towns_with_pr|{s0}^{s1} miasta z dobrobytem 20-39: {reg0}
qstr_{s0}^{s1}_towns_with_pro|{s0}^{s1} miasta z dobrobytem 0-19: {reg0}
qstr_{s0}^{s1}_Average_Vi|{s0}^{s1} Średni dobrobyt wioski: {reg0}
qstr_{s0}^{s1}_villages_w|{s0}^{s1} wioski z dobrobytem 80-100: {reg0}
qstr_{s0}^{s1}_villages_wi|{s0}^{s1} wioski z dobrobytem 60-79: {reg0}
qstr_{s0}^{s1}_villages_wit|{s0}^{s1} wioski z dobrobytem 40-59: {reg0}
qstr_{s0}^{s1}_villages_with|{s0}^{s1} wioski z dobrobytem 20-39: {reg0}
qstr_{s0}^{s1}_villages_with_|{s0}^{s1} wioski z dobrobytem 0-19: {reg0}
qstr_You_now_own_a_ship_a|Jesteś teraz właścicielem statku i możesz odpłynąć z tego miasta.
qstr_There_is_no_room_for|Nie ma miejsca dla kolejnych statków w tym porcie.
qstr_You_don_t_have_enoug|Nie masz wystarczająco dużo pieniędzy, aby kupić statek.
qstr_You_don_t_own_a_ship|Nie jesteś właścicielem statku lub jego załoga przekracza limit.
qstr_{s3}^You_have_{reg1}|{s3}^Posiadasz {reg1} statków w {s2}.
qstr_Choose_{s1}|Wybierz {s1}
qstr_Your_crew_is_either_|Twoja załoga jest zbyt mała lub zbyt duża.
qstr_Odds_are_{reg21}_:_1|Kursy to {reg21} : 1 przeciwko tobie..
qstr_DEBUG__TPE_:_tpe_ran|DEBUG (TPE): tpe ranking tablic, gniazdo #{reg1} = {s1}
qstr_DEBUG__TPE_:_{s1}_pl|DEBUG (TPE): {s1} umieszczony w gnieździe #{reg1} o turnieju.  TPE 1.3
qstr_DEBUG__TPE_:_{s1}_pla|DEBUG (TPE): {s1} umieszczony w gnieździe #{reg1} o turnieju.  TPE 2.0
qstr_DEBUG__TPE_:_Discove|DEBUG (TPE): Odkryto nieprawidłowy oddział. Zastąpiono {s1} w gnieździe {reg0}.
qstr_DEBUG__TPE_:_Entry_#|DEBUG (TPE): Wejście #{reg2} / Drużyna #{reg1} = {s1}
qstr_Quest_ended_due_to_t|Zadanie zakończone z powodu wyłączenia systemu zadań turniejowych.
qstr_You_have_deserted_an|Byłeś pusty, a teraz jesteś jeszcze ścigany!
qstr_You_have_a_bad_feeli|Masz złe przeczucia odnośnie swojego statku {s1}.
qstr_You_caught_some_fish|Złapałeś trochę ryb.
qstr_Due_to_insufficient_|Przez brak miejsca, trzeba było wrzucić rybę z powrotem do oceanu.
qstr_All_you_caught_were_|Złapałeś tylko wodorosty.
qstr_You_missed_the_deadl|Przegapiłeś termin spłaty długu w {s1}. Teraz wzrasta on do 50%.
qstr_Your_debt_in_{s1}_is|Twój dług w  {s1} jest teraz tak wysoki, że sam król został o tym powiadomiony. Zamroził on twój dług, ale nie jest zadowolony z sytuacji.
qstr_Breaking_camp...|Zwijasz obóz...
qstr_{s5}_has_decided_to_|{s5} has decided to grant {s4} to another lord of the {s7}.
qstr_A_livestock_epidemic|Epidemia zwierząt zabiła {reg4} bydła w {s4}.
qstr_Riot_in_{s6}!|Zamieszki w {s6}!
qstr_Your_party_is_spotte|Twoja drużyna zostaje zauważona przez: {s1}.
qstr_Your_soldiers_have_n|Drużyna nie ma nic do jedzenia!
qstr_Current_force_morale_|Obecne morale wynoszą {reg1}.
qstr_{reg1}_{s1}_{reg2?ha|{reg1} {s1} {reg2?zdołali:zdołał} uciec nocą z twojej drużyny.
qstr_{s1}_of_the_{s3}_has|{s1} ({s3}) został wypuszczony z niewoli.
qstr_Building_of_{s0}_in_|Budowa: {s0} ({s4}) została zakończona.
qstr_{s1}_has_won_the_tou|{s1} zwycięża w turnieju w miejscowości {s2}.
qstr_{s1}_is_no_longer_in|W miejscowości {s1} nie ma już bandytów (nocą).
qstr_You_are_within_the_w|Jesteś członkiem rodziny mieszkającej w tych murach, więc nie musisz płacić za zakwaterowanie.
qstr_You_pay_for_accommod|Płacisz za nocleg.
qstr_Betrothal_to_{s5}_ex|{s5} - zaręczyny straciły ważność
qstr__Your_tactics_skill_| Twoje umiejętności taktyczne rosną o 1.
qstr__Your_persuasion_ski| Twoje umiejętności perswazji rosną o 1.
qstr__Your_leadership_ski| Twoje umiejętności przywódcze rosną o 1.
qstr__Your_prisoner_manag| Twoje umiejętności zarządzania więźnami rosną o 1.
qstr__Your_charisma_has_i| Twoja charyzma rośnie o 1.
qstr__Your_looting_skill_| Twoje umiejętności zdobywania łupów rosną o 1.
qstr__Your_intelligence_h| Twoja inteligencja rośnie o 1.
qstr__Your_trade_skill_ha| Twoje umiejętności handlowe rosną o 1.
qstr__Your_weapon_master_| Twoje umiejętności związane z bronią rosną o 1.
qstr__Your_engineer_skill| Twoje umiejętności inżynieryjne rosną o 1.
qstr_You_have_finished_re|Kończysz czytać: {s1}.{s2}
qstr_Book_Read|Książka przeczytana
qstr_{s1}_is_scouted.|W miejscowości {s1} trwa zwiad.
qstr_{s1}_has_switched_fr|Miejscowość {s1} zmienia swój status z: {s2} na {s3}.
qstr__{s1}_s_tactics_skil| {s1} zwiększa swoje umiejętności taktyczne o 1.
qstr__{s1}_s_persuasion_s| {s1} zwiększa swoje umiejętności perswazji o 1.
qstr__{s1}_s_leadership_s| {s1} zwiększa swoje umiejętności przywódcze o 1.
qstr__{s1}_s_prisoner_man| {s1} zwiększa swoje umiejętności zarządzania więźniami o 1.
qstr__{s1}_s_charisma_has| {s1} zwiększa swoją charyzmę o 1.
qstr__{s1}_s_looting_skil| {s1} zwiększa swoje umiejętności zdobywania łupów o 1.
qstr__{s1}_s_intelligence| {s1} zwiększa swoją inteligencję o 1.
qstr__{s1}_s_trade_skill_| {s1} zwiększa swoje umiejętności handlowe o 1.
qstr__{s1}_s_weapon_maste| {s1} zwiększa swoje umiejętności związane z bronią o 1.
qstr__{s1}_s_engineer_ski| {s1} zwiększa swoje umiejętności inżynieryjne o 1.
qstr_{s1}_have_finished_r|{s1} skończył czytać {s2}.{s3}
qstr_{reg1}_{s1}|{reg1} {s1}
qstr_{reg1}_{s1}_and_{s0}|{reg1} {s1} i {s0}
qstr_{reg1}_{s1}_{s0}|{reg1} {s1}, {s0}
qstr_{s0}_has_escaped.|{s0} uciekł
qstr_{s0}_hava_escaped.|{s0} uciekło
qstr_Number_of_prisoners_|Liczba więźniów przekracza ich maksymalną liczbę. {s0}
qstr_{s1}_has_been_elimin|{s1} został weliminowany przez inny oddział.
qstr_Your_recruiter_who_wa|Twój rekruter upoważniony do zrekrutowania {reg10} rekrutów dla {s13} został pokonany w walce!
qstr_{s13}_has_been_taken|{s13} został przejęty przez wroga i twój rekruter upoważniony do zrekrutowania {reg10} rekrutów zniknął bez śladu!
qstr_ERROR_IN_THE_RECRUIT|ERROR IN THE RECRUITER KIT SIMPLE TRIGGERS!
qstr_A_recruiter_has_brou|Rekruter przywiózł {reg10} rekrutów do {s13}.
qstr_Distance_between_{s1|Dystans pomiędzy {s14} a {s15} to: {reg0}
qstr_Your_caravan_has_bro|Twoja karawana przywiozła {s12} do {s13}.
qstr_{s13}_is_unimpressed|{s13} pozostaje niewzruszony twoim marnym prezentem.
qstr_The_people_of_{s13}_|Mieszkańcy {s13} pozostają niewzruszeni twoim marnym prezentem.
qstr_Your_caravan_has_los|Twoja karawana zgubiła droge i zrezygnowała z misji!
qstr_Transfer_to_{s6}|Przelew do {s6}
qstr_{s6}_patrol|{s6} patrol
qstr_Your_messenger_reach|Twój posłaniec osiągnął {s13}.
qstr_{s14}|{s14}
qstr_Your_messenger_has_l|Twój posłaniec zgubił drogę i zrezygnował z misji!
qstr_Not_enough_money_in_|Za mało pieniędzy w skarbcu, by ulepszyć jednostki.
qstr_Your_constable_upgra|Twój nadzorca wojska ulepszył {reg5} {s6} do {s7} w {s8}
qstr_Your_soldiers_patrolli|Twoi żołnierze patrolujący {s6} rozwiązali oddział, ponieważ nie jesteś w stanie zapłacić im żołdu.
qstr_It_is_rumoured_that_|Wieść niesie, że w {s11} został złapany szpieg.
qstr_{s0}_is_grumbling_ag|{s0} narzeka przeciwko tobie. Twoje względy mogą być zagrożone, jeśli sprawy nie ulegną zmianie.
qstr_{s0}_is_grumbling_aga|{s0} narzeka przeciwko tobie, ale {s1} wspiera twoją osobę przynajmniej na razie.
qstr_Your_last_fief_was_c|Twoje ostatnie lenno zostało zrabowane. Straciłeś {reg0}/{reg1} twojego skarbca.
qstr__Camp_defenses_have_| Umocnienia w obozie zostały zakończone.
qstr_You_have_broken_off_|Przerwano najazd na miejscowość {s1}.
qstr_You_have_broken_off_y|Przerwano oblężenie miejscowości {s1}.
qstr_You_cannot_maintain_|Nie możesz utrzymać oblężenia {s1} z tej odległości. Ryzykujesz utratą swoich granic.
qstr__Your_siege_camp_was| Twój obóz oblężniczy został zniszczony podczas twojej nieobecności!
qstr_DEBUG__Quest_Pack_1_|DEBUG (Zestaw zadań 1): {s31} organizuje turniej przez jeszcze {reg31} dni.
qstr_{s21}_is_insulted_by|{s21} został urażony odmową na jego zaproszenie.
qstr_The_tournament_in_{s|Turniej w {s31} został zakończony.
qstr_Quest_ended_due_to_{|Zadanie zakończone ze względu na to, że {s31} stali się wrodzy.
qstr_A_Messenger_Arrives|Przybycie Posłańca
qstr_Rumor_of_the_Road|Pogłoska z drogi
qstr_List_of_Active_Tourn|Lista aktywnych turniejów
qstr_{s31}_has_a_tourname|{s31} organizuje turniej przez jeszcze {reg31} dni.
qstr_You_are_not_strong_e|You are not strong enough to lift a weapon fit for your promotion!
qstr_You_are_not_strong_en|You are not strong enough to hold all that weight required with promotion!.
qstr_Your_arms_are_to_wea|Your arms are to weak to advance in the artillary at this moment.
qstr_You_require_more_hor|Potrzebujesz większej wartości umiejętności jazdy konnej, byś mógł zmieścić się ​​następnej pozycji!
qstr_array_GC|Wybór GC
qstr_array_GC:_owner_acti|Wybór GC: właściciel aktywny, an array or is 0
qstr_array_GC:_removing_{|Wybór GC: usuwanie {reg21}
qstr_Checking_rejoin_of_{|Checking rejoin of {s10} days on mission: {reg0}
qstr_Reinforcements_from_|Posiłki z {s14}
qstr_The_released_prisone|Uwolnionym więźniom nie są godni zaufania, oni przygotowują się do ataku na Ciebie!
qstr_Warning!|Uwaga!
qstr_The_released_prisoner|Uwolnieni więźniowie rozpieszchną się jak tylko walka się skończy. Nigdy już nie zobaczysz ich znowu.
qstr_Notice!|Uwaga!
qstr_The_released_prisoners|Uwolnieni więźniowie pozostają lojalni i dołączają do drużyny.
qstr_You_have_{reg0}_days_|Pozostało ci {reg0} dnido uznania cię jako dezertera!
qstr_You_have_now_been_de|Zostałeś uznany dezerterem!
qstr_{reg65?my_Lady:my_Lo|{reg65?Pani:Panie}
qstr_{reg65?My_Lady:My_Lo|{reg65?Pani:Panie}
qstr_{reg65?madame:sir}|{reg65?pani:panie}
qstr_{reg65?Madame:Sir}|{reg65?Pani:Panie}
qstr__no_fiefs_|(brak lenn)
qstr__fiefs:_{s0}_|(lenna: {s0})
qstr_It_s_your_money_or_y|Pieniądze albo życie, {chłopcze/dziewko}. żadnych gwałtownych ruchów, albo cię potniemy.
qstr_Lucky_for_you_you_ca|Masz szczęście, że jestem w dobrym nastroju. Dawaj monety, a może pozwolę ci ujść z życiem.
qstr_This_a_robbery_eh?_I|To napad, co? Daję ci ostatnią szansę na przekazanie wszystkiego co masz przy sobie, albo moi ludzie cię zabiją. Zrozumiano?
qstr_we_have_made_very_li|jak dotąd osiągnęliśmy niewielki postęp
qstr_we_have_suceeded_in_|udało nam się zdobyć trochę ziemi, ale wciąż mamy wiele do zrobienia
qstr_we_have_become_a_sig|staliśmy się znaczącą siłą i mamy równe szanse na zwycięstwo
qstr_we_are_winning_the_w|wygrywamy wojnę, ale nasi wrogowie wciąż się trzymają.
qstr_we_are_on_the_verge_|jesteśmy o krok od zwycięstwa. Pozostali przeciwnicy nie stanowią zagrożenia, musimy ich jednak pokonać.
qstr_{reg1?She:He}_can_t_|{reg1?Ona:On} nie może tego przeczytać.
qstr_{reg1?She:He}_have_a|{reg1?Ona:On} już to {reg1?czytała:czytał}.
qstr_{reg1?She:He}_is_rea|{reg1?Ona:On} czyta to.
qstr_{reg1?She:He}_can_re|{reg1?Ona:On} może to przeczytać.
qstr_Your_sovereignty_has|Twoje królestwo nie ma wyznaczonej struktury kulturalnej.
qstr_Your_sovereignty_cul|Struktura kulturalna twego królestwa to: {s11}
qstr_Sovereignty_culture:|Struktura kulturalna królestwa: nie wybrana
qstr_Sovereignty_culture:_|Struktura kulturalna królestwa: {s11}
qstr_The_goverment_of_the|Ustrój polityczny {s10} to {s4}.
qstr_The_upper_class_soci|Wyższa elita społeczestwa to {s5}.
qstr_The_people_are_{s6}.|Ludzie są {s6}.
qstr_The_troops_have_{s7}|Oddziały mają {s7}.
qstr_The_government_s_app|Rządowe podejście do handlu to {s0}.
qstr_Our_goverment_is_{s4|Nasz ustrój polityczny to {s4}.
qstr_Our_people_are_{s6}.|Nasi ludzie są {s6}.
qstr_Our_troops_have_{s7}|Nasze oddziały mają {s7}.
qstr_Our_approach_to_trad|Podejście do handlu to {s0}.
qstr_According__to_the_re|Według raportów naszych szpiegów.
qstr_{s10}_{reg3}_lords_s|{s10} {reg3} lordów wspiera {s9}.
qstr_Sorry_currently_I_ca|Aktualnie nie mogę dostarczyć żadnych wiadomości o samopoczuciu lordów, nasi szpiedzy nie zdążyli jeszcze złożyć raportów.
qstr_{s11}_and_{s12}|{s11} i {s12}
qstr_We_are_not_at_war_wi|Nie toczymy z nikim wojny.
qstr_We_are_at_war_with_{|{s12} toczy z nami wojnę.
qstr_Our_sovereignty_curr|Nasze królestwo ma w tej chwili {reg2} żołnierzy
qstr_{s6}_garrisoned_in_{|{s6} stacjonuje w {reg2} miastach.
qstr_{s6}_and_{reg2}_cast|{s6} i {reg2} zamkach.
qstr_{s6}_In_addition_we_|{s6} Dodatkowo mamy {reg2} żołnierzy na froncie.
qstr_We_currently_have_{r|Aktualnie mamy {reg2} żołnierzy
qstr_{s6}_In_addition_you|{s6} Dodatkowo masz {reg2} żołnierzy w konwojach oraz karawanach i {reg3} żołnierzy patrolujących.
qstr_He_fields_{reg2}_sol|Ma w akcji {reg2} 
qstr_We_currently_have_{re|Aktualnie mamy {reg2} żołnierzy stacjonujących w {s60}.
qstr_You_are_preferring_m|Preferujesz jednostki walczące wręcz.
qstr_You_are_preferring_r|Preferujesz jednostki walczące na dystans.
qstr__and_the_additional_| i dodatkowi trenerzy.
qstr_We_currently_have_an|Aktualnie mamy przychód {reg0} denarów oraz koszt {reg1} denarów z lenn i garnizonów.
qstr_{s6}_We_are_losing_{|{s6} Tracimy {reg0} denarów z powodu nieskutecznych podatków. To znaczy {reg1} procent.
qstr_{s6}_Overall_this_su|{s6} W sumie {reg0} denarów.
qstr_no|nie
qstr_{s60}_is_currently_o|{s60} jest aktualnie okupowany przez bandytów. Powinieneś ich pokonać tak szybko, jak to tylko będzie możliwe.
qstr__We_are_expecting_{r| Oczekujemy {reg0} denarów z czynszów.
qstr__The_troop_wages_for| Żołd dla {reg0} żołnierzy kosztuje nas {reg1} denarów.
qstr_{s61}_and_{reg0}_den|{s61} i {reg0} denarów za cło.
qstr_Well_{s60}.|Cóż, {s60}.
qstr_{s4}_{s3}._The_tax_r|{s4} {s3}. Wysokość podatków to {s50}.{s59}{s61}. W sumie {s62} denarów.
qstr_Tax_rate_for_{s6}:_{|Wysokość podatków dla {s6}: {s11}
qstr_The_{s17}_has_the_fol|{s17} posiada następujące usprawnienia: {s18}.
qstr_You_have_shown_great|Pokazałeś na polu bitwy wielką siłę. Dlaczego jednak powinienem cię zwerbować?
qstr_All_of_life_is_about|Całe życie składa się z za i przeciw. Dlaczego powinniśmy pozwolić ci być naszym towarzyszem?
qstr_I_know_people_do_fea|Wiem, ludzie boją się twojej surowości. My też powinniśmy?
qstr_Indeed_I_have_heard_|Rzeczywiście, słyszałem o twojej lojalności i męstwie. Ale czy to wystarczy, byś do nas dołączył?
qstr_I_m_glad_you_want_to|Cieszę się, że chcesz nas wesprzeć. Ale czy byłoby dla ciebie mądrze, byś przyłączył się do naszej rodziny?
qstr_Beside_your_wealth_h|Poza twym bogactwem, jak mógłbyś służyć mi i mojej rodzinie?
qstr_My_friend_I_see_your|Przyjacielu, rozumiem twoje argumenty. Ale czy naprawdę zaryzykujesz naszą przyjaźń dla wspólnej spółki?
qstr_Agreed!_Your_words_c|Zgoda! Twe słowa przekonują mnie tak, jak twoje ostrze!
qstr_I_trust_you_my_famil|Ufam ci, moja rodzina może skorzystać na twojej przedsiębiorczości. Razem będziemy szerzyć nasze wpływy na całą Calradię!
qstr_May_God_have_mercy_o|Niech Bóg zlituje się nad duszami naszych wrógów, bo my tego nie zrobimy!
qstr_So_be_it._We_are_hon|Niech tak będzie. Jesteśmy zaszczyceni, mogąc cię przyjąć w grono naszej rodziny.
qstr__I_will_appreciate_y|Będę cię cenić jak własnego syna.
qstr_I_accept_your_reques|Zgadzam się na twoją prośbę. Wesprzemy cię, jeśli ty wesprzesz naszą rodzinę.
qstr_Since_you_have_turne|Odkąd okazałeś się być godnym towarzyszem, powinieneś okazać się godnym człekiem także dla całej naszej rodziny.
qstr_Your_leader_is_not_e|Twój dowódca nie jest nawet królem i uważasz, że powinienem do niego dołączyć?
qstr_{s40}_I_would_never_|{s40} Nigdy nie dołączę do kogoś, kto nie ma w posiadaniu zamku lub miasta.
qstr_{s40}_I_know_too_lit|{s40} Za mało wiem o twoim dowódcy.
qstr_{s40}_I_found_your_m|{s40} Znalazłem twojego nieprzekonującego posłańca.
qstr_{s40}_Next_time_I_wo|{s40} Następnym razem wolałbym porozmawiać z kimś, kto nie zachowuje się jak głupiec.
qstr_{s40}_Next_time_I_wou|{s40} Następnym razem wolałbym porozmawiać z kimś bardziej zorientowanym w manierach dworskich.
qstr_{s40}_I_rather_stay_|{s40} Wolę zostać z moim aktualnym królem.
qstr_{s31}_{s32}_{s34}|{s31} {s32} {s34}
qstr_{playername}_when_we|{playername}, kiedy rozpoczynaliśmy naszą daleką wyprawę, niewielu ludzi miało wystarcząjąco dużo odwagi by mnie wspierać. Jeszcze mniej było gotowych oddać za mnie życie. Ty jednak, bez najmniejszego wahania zaatakowałeś moich wrogów. Razem wiele przeżyliśmy, również chwile, w których traciłem już nadzieję. Z boską pomocą udało się nam przetrwać. Nadszedł jednak czas bym zabrał to, co prawnie mi się  należy i opuścił już twoje szeregi. Od tej pory {s3} będzie mieć nowego władcę - mnie. Przyszłość wciąż niesie wiele przeciwności i liczę na twoją pomoc przy ich pokonywaniu. I oczywiście na zawsze pozostaniesz moim głównym wasalem.
qstr_Find_and_speak_with_{|Znajdź władcę zwanego {s3} ({s4}) i złóż mu hołd lenny.
qstr__We_will_of_course_n| Naturalnie zaczekamy do czasu, gdy królestwo nie będzie już prowadziło kampanii wojennej.
qstr__{s1}_has_been_accep| {s1} został przyjęty jako wasal {s2}.
qstr_{s6}_has_joined_your_|{s6} dołączył do twojej drużyny.
qstr_I_am_{s4}_the_ruler_|Jestem {s4} i władam państwem o nazwie {s6}
qstr_I_am_{s4}_{s8}_of_{s|Jestem {s4}, {s8} z {s9}
qstr_I_am_{s4}_a_vassal_o|Jestem {s4}, wasalem {s6}
qstr_{s9}{reg5?_and_the_l|{s9}{reg5?. Jestem też panem ziem, do których należy {s8}.:.
qstr_{s13}_asked_you_to_g|{s13} prosi cię o zebranie {reg3} szt. bydła i przyprowadzenie ich do niego.
qstr_{s9}_wants_you_to_fol|{s9} chce, byś podążał za nim aż do odwołania.
qstr_{s9}_asked_you_to_sc|{s9} prosi cię o przeprowadzenie zwiadu w trzech miejscach: {s13}, {s14} i {s15}, oraz złożenie z niego raportu.
qstr_pupil|uczeń
qstr_you|ty
qstr_You_are_challenging_|Wyzywasz mnie na pojedynek? Jakie to zabawne! Jak sobie życzysz, {playername}, dobrym sportem będzie okładanie cię po głowie.
qstr_{s16}_and_{s17}|{s16} i {s17}
qstr_Very_well_I_will_acc|Dobrze, przyjmę cię z powrotem do swoich szeregów, jeżeli jeszcze raz poprzysięgniesz swoją wierność.
qstr_A_pardon_will_only_b|Wybaczenie będzie możliwe tylko wówczas, kiedy przekażesz mi: {s17}. Zgadzasz się na moje warunki?
qstr_No._There_is_no_chan|Nie. Nie ma szans na pokój między nami, nie jestem zainteresowany.
qstr_{s1}_exchanged_{s2}_|{s1} wymieniono {s2} na {s3} dla {s4}.
qstr_Our_marshal_{s1}|Nasz marszałek, {s1}
qstr_Our_liege_{s1}|Nasza lenny, {s1}
qstr_go_on_the_offensive_|przystąpić teraz do ofensywy.
qstr_act_to_defend_our_la|działać na rzecz obrony naszych ziem.
qstr_take_more_time_to_ga|poświęcić więcej czasu na zebranie armii.
qstr_You_promised_to_help|{s13} liczy na twą pomoc w zdobyciu władzy w państwie o nazwie {s14}.
qstr_What_do_you_say_to_e|Czy chcesz, aby {s9} pozwolił ci wstąpić w szeregi jego sług w stopniu kapitana najemników? Nie mam cienia wątpliwości, że sprawdzisz się w tej roli doskonale.
qstr_{s9}_asked_you_to_ta|{s9} prosi cię o przekazanie wiadomości osobie o imieniu {s13}. {s13} znajduje się w tej chwili prawdopodobnie w okolicach miejscowości {s4}.
qstr_{s9}_asked_you_to_tak|{s9} prosi cię o przekazanie wiadomości osobie o imieniu {s13} ({s15}). {s13} znajduje się w tej chwili prawdopodobnie w okolicach miejscowości {s4}.
qstr_{s11}_asked_you_to_e|{s11} prosi cię, byś ty i jego {s17} {s13} bezpiecznie trafili do miejscowości {s14}.
qstr_{s13}_asked_you_to_d|{s13} prosi cię o rozprawienie się z bandytami, którzy wciąż okupują wioskę {s15} oraz o złożenie raportu.
qstr_{s9}_asked_you_to_ra|{s9} prosi cię o wyszkolenie i przyprowadzenie do niego {reg1} {s14}.
qstr_{s9}_asked_you_to_co|{s9} prosi cię o zebranie podatków z miejscowości {s3}. W nagrodę będziesz {mógł/mogła} zatrzymaniać jedną piątej uzbieranej kwoty.
qstr_{s9}_asked_you_to_hu|{s9} prosi cię o wytropienie bandyty, który znany jest jako {s4}. Podejrzewa się, iż obecnie przebywa on w wiosce {s3}.
qstr_{s9}_asked_you_to_as|{s9} prosi cię o zabicie miejscowego kupca stacjonującego w miejscowości {s3}.
qstr_{s9}_has_asked_you_t|{s9} prosi cię o spotkanie ze szpiegiem w miejscowości {s13}.
qstr_{s11}_asked_you_to_f|{s11} prosi cię o podążanie za szpiegiem, który opuści miejscowość zwaną {s12}. Uważaj, aby szpieg nie spostrzegł cię po drodze, bo może nabrać podejrzeń i zawrócić. Kiedy szpieg spotka się ze swoim kompanem, schwytasz ich obu. {s11} będzie na nich czekał.
qstr_{s11}_asked_you_to_c|{s11} prosi cię o schwytanie dowolnego lorda reprezentującego {s13} oraz przyprowadzenie go spowrotem, gdzie sam {s11} będzie na niego czekał.
qstr_{s9}_asked_you_to_le|{s9} prosi cię o wypożyczenie mu na tydzień twojego towarzysza o imieniu {s3}.
qstr_{s9}_asked_you_to_col|{s9} prosi cię o odebranie długu w wysokości {reg4} denarów, które jest mu winien {s3}. {s3} znajduje się w tej chwili prawdopodobnie w okolicach miejscowości {s4}.
qstr_{s11}_gave_you_a_fak|{s11} wręcza ci fałszywy list, dzięki któremu {s13} wygna swojego wasala o imieniu {s16}. Musisz udać się w pobliże miejscowości {s14}, gdzie {s15} będzie oczekiwał na list, a następnie wysłać go do miasta w roli posłańca, który uzna rozkazy za prawdziwe.
qstr_{s9}_has_requested_y|{s9} prosi cię o przyprowadzenie ludzi, {reg1} {s3}, jako więźniów.
qstr_Lend_your_experience|{s1} pragnie wypożyczyć twojego doświadczonego chirurga o imieniu {s3}.
qstr_Then_take_it_with_my|Przyjmij to wraz z moją dozgonną wdzięcznością. Jesteś {szlachetnym mężczyzną/szlachetną kobietą}. Nigdy nie zapomnę o twojej pomocy udzielonej w chwili potrzeby.
qstr_Forgive_me_{playerna|Wybacz mi, {playername}, ale nalegam byś to przyjął. Te pieniądze niewiele dla mnie znaczą, a tak wiele ci zawdzięczam. Proszę, weź je i nie wracajmy więcej do tego tematu.
qstr_{playername}_what_a_|{playername}, cóż z ciebie za {mężczyzna/kobieta}, nie pozwolę jednak, by mój podarunek nie został przyjęty. Zawdzięczam ci więcej, niż mogę powiedzieć i jestem pewien, że wykorzystasz te pieniądze lepiej ode mnie.
qstr_{s11}_asked_you_to_r|{s11} prosi, by jej {s17}, {s13}, został uratowany z miejscowości {s14} poprzez zamianę ubrań i zajęcie jego miejsca w więzieniu.
qstr_{s11}_asked_you_to_re|{s11} prosi, by jej {s17}, {s13}, został uratowany z miejscowości {s14}.
qstr_{s11}_asked_you_to_d|{s11} prosi o dostarczenie wiadomości do osoby o imieniu {s13}, która jest uwięziona w miejscowości {s14}.
qstr_You_agreed_to_challe|Zgadzasz się na walkę z osobą o imieniu {s13}, aby honor {s11} nie został splamiony.
qstr_{s5}__Persuasion_str|{s5} (Siła perswazji: {reg5})
qstr_Persuasion_Attempt|Próba perswazji
qstr_Your_current_action_|Bieżące działania są haniebne.
qstr_{s12}_and_{s11}|{s12} i {s11}
qstr_You_can_find_book_me|Możesz spotkać sprzedawców ksiąg w {s11}.
qstr_{s12}_{s11}|{s12}, {s11}
qstr_You_can_find_ransom_|Możesz spotkać handlarzy niewolników w {s11}.
qstr_You_don_t_have_enough|Nie masz wystarczającej ilości pieniędzy.
qstr_You_don_t_have_enough_|Nie masz wystarczająco dużo miejsca.
qstr_Good_luck._You_get_a|Szczęściarz. Dostajesz {s4}{s3}.
qstr_Bad_luck._You_get_a_|Zła passa. Dostajesz {s4}{s3}.
qstr_You_get_a_{s3}.|Dostajesz {s3}.
